job_title,company_name,job_source,job_type,address,job_description,job_posted_date,job_source_url
Senior Data Platform Architect,Commonwealth Financial Network,iCIMS,permanent,"San Diego, CA, 92101","...  to their needs. On top of all that, the Technology team offers a hybrid work schedule, so you’ll be able to <strong>work</strong> <strong>from</strong> <strong>home</strong> for part of the week Our in-house development team is looking ...",2023-03-29T00:08:05Z,https://www.adzuna.com/details/4007163142
Senior Data Platform Architect,Commonwealth Financial Network,iCIMS,permanent,"Waltham, MA, 02453","...  to their needs. On top of all that, the Technology team offers a hybrid work schedule, so you’ll be able to <strong>work</strong> <strong>from</strong> <strong>home</strong> for part of the week Our in-house development team is looking ...",2023-03-29T00:08:04Z,https://www.adzuna.com/details/4007163125
Process Excellence Consultant,Wipro,Wipro,,"Dallas, Texas","...  regard to a person's race, sex, national origin, ancestry, disability, sexual orientation, or any other status protected by applicable law . Benefits  Wipro Flexible/<strong>remote</strong> <strong>working</strong> ...",2023-03-29T00:05:58Z,https://www.adzuna.com/details/4007155901
Senior Software Engineer I,Alkami Technology,LinkUp,,"Plano, TX, 75023","...  using Java 8, Spring Batch, Hibernate, Spring Boot, SOAP/RESTful Web services, JSF and Prime faces for the business components. Opportunity to <strong>work</strong> <strong>from</strong> <strong>home</strong>. Send resume ...",2023-03-28T23:39:41Z,https://www.adzuna.com/details/4007118987
Cloud Engineer,"Zenfreed, LLC",Zoho Recruit,contract,"Dimondale, Michigan, 48821","...  (within Michigan). This position can be fully <strong>remote</strong> <strong>Working</strong> hours Monday-Friday, approximately 8:00 a.m. to 5:00 p.m. (flexible scheduling is possible) Additional Requirements Must ...",2023-03-28T23:33:09Z,https://www.adzuna.com/details/4007106956
Cybersecurity Engineer,QVC,FashionJobs,,"WEST CHESTER, Pennsylvania",". Strong analytical and problem-solving skills, with the ability to identify both tactical and strategic solutions. LI-KS1 <strong>Remote</strong> <strong>work</strong> is not permitted in NYC at this time ...",2023-03-28T23:31:07Z,https://www.adzuna.com/details/4007105289
"Vice President Operations Planning, Analysis, & Pmo",QVC,FashionJobs,,"WEST CHESTER, Pennsylvania",". Knowledge of system integration. <strong>Remote</strong> <strong>work</strong> is not permitted in NYC at this time. LI-KW1, Hybrid ...",2023-03-28T23:31:00Z,https://www.adzuna.com/details/4007104347
Principal Solutions Architect – Sec – Marketplace Supply Chain Technology Remote Option,NIKE,FashionJobs,,"Beaverton, Oregon","...  with Agile methodologies and with Continuous Integration and Continuous Delivery (CI/CD). Proven knowledge of supply chain technologies <strong>Remote</strong> <strong>Work</strong> Option - Open to <strong>remote</strong> <strong>work</strong>, except ...",2023-03-28T23:30:53Z,https://www.adzuna.com/details/4007103296
Information Technology Specialist (Operating Systems) (12-Month Register),Department Of The Treasury,OrbitJobs,,"Hyattsville, MD, 20785","...  are in a <strong>telework</strong> eligible position, you may be directed to temporarily <strong>telework</strong> on a full-time basis due to COVID 19. Employees must be within a 200-mile radius of their official assigned post ... -of-duty (POD) while in a <strong>telework</strong> status. Once normal operations resume, employees may be directed back to the office to perform the duties of their position. <strong>Telework</strong> eligibility does ...",2023-03-28T23:27:33Z,https://www.adzuna.com/details/4007096836
AVP Annuity/RPS Model Development (Remote),Lincoln Financial Group,Direct Employers,,"Hagatna, GU, 96910",...  (Pennsylvania); <strong>Work</strong> <strong>from</strong> <strong>Home</strong> <strong>Work</strong> Arrangement: Hybrid/Flexible : Work at home and use the office as appropriate for in-person collaboration. Relocation assistance: is not available ...  and employee assistance program - Tuition assistance program - A leadership team that prioritizes your health and well-being; offering a <strong>remote</strong> <strong>work</strong> environment and flexible work hybrid ...,2023-03-28T22:16:05Z,https://www.adzuna.com/details/4007042666
Product Manager - Microsoft Project Solutions,Merck,Direct Employers,,"Charleston, WV, 25325",": Regular Relocation: No relocation VISA Sponsorship: No Travel Requirements: 10% Flexible Work Arrangements: Hybrid, On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: 1st - Day Valid Driving License: Yes ...",2023-03-28T22:07:16Z,https://www.adzuna.com/details/4007028463
Solution Architect - Microsoft Project Solutions,Merck,Direct Employers,,"Charleston, WV, 25325",": No relocation VISA Sponsorship: No Travel Requirements: No Travel Required Flexible Work Arrangements: On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: Not Indicated Valid Driving License: No Hazardous Material ...",2023-03-28T22:07:16Z,https://www.adzuna.com/details/4007028462
AVP Annuity/RPS Model Development (Remote),Lincoln Financial Group,Direct Employers,,"Charleston, WV, 25325",...  (Pennsylvania); <strong>Work</strong> <strong>from</strong> <strong>Home</strong> <strong>Work</strong> Arrangement: Hybrid/Flexible : Work at home and use the office as appropriate for in-person collaboration. Relocation assistance: is not available ...  and employee assistance program - Tuition assistance program - A leadership team that prioritizes your health and well-being; offering a <strong>remote</strong> <strong>work</strong> environment and flexible work hybrid ...,2023-03-28T22:07:15Z,https://www.adzuna.com/details/4007028455
Senior Application Security Engineer (SAST),Oracle,Direct Employers,,"Charleston, WV, 25325",...  • Understanding and appreciation of software application security • Experience working with geographically distributed teams What We'll Give You • Ability to work in a flexible <strong>work</strong> <strong>from</strong> <strong>home</strong> ...,2023-03-28T22:07:10Z,https://www.adzuna.com/details/4007028419
Product Manager - Microsoft Project Solutions,Merck,Direct Employers,,"Montpelier, VT, 05633",": Regular Relocation: No relocation VISA Sponsorship: No Travel Requirements: 10% Flexible Work Arrangements: Hybrid, On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: 1st - Day Valid Driving License: Yes ...",2023-03-28T22:06:01Z,https://www.adzuna.com/details/4007028048
Solution Architect - Microsoft Project Solutions,Merck,Direct Employers,,"Montpelier, VT, 05633",": No relocation VISA Sponsorship: No Travel Requirements: No Travel Required Flexible Work Arrangements: On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: Not Indicated Valid Driving License: No Hazardous Material ...",2023-03-28T22:06:01Z,https://www.adzuna.com/details/4007028051
AVP Annuity/RPS Model Development (Remote),Lincoln Financial Group,Direct Employers,,"Montpelier, VT, 05633",...  (Pennsylvania); <strong>Work</strong> <strong>from</strong> <strong>Home</strong> <strong>Work</strong> Arrangement: Hybrid/Flexible : Work at home and use the office as appropriate for in-person collaboration. Relocation assistance: is not available ...  and employee assistance program - Tuition assistance program - A leadership team that prioritizes your health and well-being; offering a <strong>remote</strong> <strong>work</strong> environment and flexible work hybrid ...,2023-03-28T22:06:01Z,https://www.adzuna.com/details/4007028035
Senior Application Security Engineer (SAST),Oracle,Direct Employers,,"Montpelier, VT, 05633",...  • Understanding and appreciation of software application security • Experience working with geographically distributed teams What We'll Give You • Ability to work in a flexible <strong>work</strong> <strong>from</strong> <strong>home</strong> ...,2023-03-28T22:05:57Z,https://www.adzuna.com/details/4007027696
"Sr. BI Developer-Oklahoma, New Mexico, Kansas, Texas, Missouri- (Hybrid)",One Gas,Direct Employers,,"Tulsa, OK, 74152","...  in New Mexico, Missouri, Oklahoma, Texas, or Kansas. This position will be eligible for <strong>remote</strong> <strong>work</strong> with some travel or office meetings as needed. You will lead all aspects ...",2023-03-28T22:05:54Z,https://www.adzuna.com/details/4007027451
Product Manager - Microsoft Project Solutions,Merck,Direct Employers,,"Oklahoma City, OK, 73163",": Regular Relocation: No relocation VISA Sponsorship: No Travel Requirements: 10% Flexible Work Arrangements: Hybrid, On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: 1st - Day Valid Driving License: Yes ...",2023-03-28T22:05:52Z,https://www.adzuna.com/details/4007027212
AVP Annuity/RPS Model Development (Remote),Lincoln Financial Group,Direct Employers,,"Oklahoma City, OK, 73163",...  (Pennsylvania); <strong>Work</strong> <strong>from</strong> <strong>Home</strong> <strong>Work</strong> Arrangement: Hybrid/Flexible : Work at home and use the office as appropriate for in-person collaboration. Relocation assistance: is not available ...  and employee assistance program - Tuition assistance program - A leadership team that prioritizes your health and well-being; offering a <strong>remote</strong> <strong>work</strong> environment and flexible work hybrid ...,2023-03-28T22:05:51Z,https://www.adzuna.com/details/4007027165
Senior Application Security Engineer (SAST),Oracle,Direct Employers,,"Oklahoma City, OK, 73163",...  • Understanding and appreciation of software application security • Experience working with geographically distributed teams What We'll Give You • Ability to work in a flexible <strong>work</strong> <strong>from</strong> <strong>home</strong> ...,2023-03-28T22:05:51Z,https://www.adzuna.com/details/4007027117
Solution Architect - Microsoft Project Solutions,Merck,Direct Employers,,"Oklahoma City, OK, 73163",": No relocation VISA Sponsorship: No Travel Requirements: No Travel Required Flexible Work Arrangements: On-Site, <strong>Remote</strong> <strong>Work</strong> Shift: Not Indicated Valid Driving License: No Hazardous Material ...",2023-03-28T22:05:46Z,https://www.adzuna.com/details/4007026471
Systems Administrator (Active TS/SCI w/Poly),General Dynamics,LinkUp,,"Mclean, VA, 22107",...  SWDevpoly Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA McLean Additional Work Locations: COVID-19 Vaccination: GDIT does ...,2023-03-28T21:59:39Z,https://www.adzuna.com/details/4006998759
Data Automation Engineer,General Dynamics,LinkUp,,"Springfield, VA, 22156",...  Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA Springfield Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination ...,2023-03-28T21:59:39Z,https://www.adzuna.com/details/4006998689
"Senior Database Analyst - Secret clearance - China Lake, California",General Dynamics,LinkUp,,"China Lake, CA, 93555","...  based on experience, geographic location and possibly contractual requirements and could fall outside of this range. Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> ...",2023-03-28T21:59:38Z,https://www.adzuna.com/details/4006998597
Junior Data Science Analyst / Engineer,General Dynamics,LinkUp,,"Springfield, VA, 22156",...  <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA Springfield Additional Work Locations: USA MO St. Louis COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all ...,2023-03-28T21:59:38Z,https://www.adzuna.com/details/4006998584
Windows Engineer,General Dynamics,LinkUp,,"Saint Louis, MO, 63150",: None <strong>Telecommuting</strong> Options: Onsite Work Location: USA MO St. Louis Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all ...,2023-03-28T21:59:38Z,https://www.adzuna.com/details/4006998606
Cloud Engineer,General Dynamics,LinkUp,,"Springfield, VA, 22156",...  Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Hybrid Work Location: USA VA Springfield Additional Work Locations: USA MO St. Louis COVID-19 Vaccination: GDIT does not have ...,2023-03-28T21:59:37Z,https://www.adzuna.com/details/4006998516
Data Analyst (Monitoring),General Dynamics,LinkUp,,"Washington, DC, 20319",...  and relational databases Familiarity with SharePoint-based workflows and tools Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: USA DC Washington ...,2023-03-28T21:59:37Z,https://www.adzuna.com/details/4006998475
Data Engineer,General Dynamics,LinkUp,,"Washington, DC, 20319",...  technology you can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Onsite Work Location: USA DC ...,2023-03-28T21:59:37Z,https://www.adzuna.com/details/4006998561
Network Engineer (Active Polygraph Required),General Dynamics,LinkUp,,"Mclean, VA, 22107",...  and holidays OpportunityOwned GDITCareers WeAreGDIT JET Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA McLean Additional Work ...,2023-03-28T21:59:37Z,https://www.adzuna.com/details/4006998512
"Unified Communications Services Engineer - Mission Critical Voice, TS/SCI with Polygraph",General Dynamics,LinkUp,,"Chantilly, VA, 22022",...  CompTIA Security or similar for IAT Level II DoD 8570 certification Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA Chantilly ...,2023-03-28T21:59:37Z,https://www.adzuna.com/details/4006998570
Software Quality Assurance/Tester (Active Polygraph Required),General Dynamics,LinkUp,,"Herndon, VA, 20171",...  Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA Herndon Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination ...,2023-03-28T21:59:37Z,https://www.adzuna.com/details/4006998497
TSS Deputy Network Security Manager,General Dynamics,LinkUp,,"Bossier City, LA, 71113",...  and certifications Cutting-edge technology you can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options ...,2023-03-28T21:59:36Z,https://www.adzuna.com/details/4006998415
Software Developer Senior,General Dynamics,LinkUp,,"West Des Moines, IA, 50398",. Availability to travel 1-2 weeks per year desirable. Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Hybrid Work Location: USA IA West Des Moines Additional ...,2023-03-28T21:59:36Z,https://www.adzuna.com/details/4006998376
Project Integrator (Active TS/SCI w/ Poly),General Dynamics,LinkUp,,"Mclean, VA, 22107",...  and certifications Cutting-edge technology you can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options ...,2023-03-28T21:59:36Z,https://www.adzuna.com/details/4006998432
Accreditation Manager/Technical Writer,General Dynamics,LinkUp,,"Fort Meade, MD, 20755",...  and holidays Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA MD Fort Meade Additional Work Locations: COVID-19 Vaccination: GDIT ...,2023-03-28T21:59:36Z,https://www.adzuna.com/details/4006998451
Data Scientist,General Dynamics,LinkUp,,"Washington, DC, 20319",...  and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Onsite Work Location: USA DC Washington Additional Work Locations: USA ...,2023-03-28T21:59:36Z,https://www.adzuna.com/details/4006998460
Audio/Visual Engineer,General Dynamics,LinkUp,,"Bethesda, MD, 20813",...  education and certifications Cutting-edge technology you can learn from GDITFedHealthJobs GDITFedHealthJobs-NIH Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options ...,2023-03-28T21:59:35Z,https://www.adzuna.com/details/4006998287
Senior Embedded Engineer,General Dynamics,LinkUp,,"Hanover, MD, 21076",...  engineering of large scale embedded systems\n \n \n \nCJ3\nD1 Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Onsite Work Location: USA MD Hanover Additional Work ...,2023-03-28T21:59:35Z,https://www.adzuna.com/details/4006998231
Crypto Currency OSINT Analyst- Local REMOTE,General Dynamics,LinkUp,,"Falls Church, VA, 22040",% <strong>Telecommuting</strong> Options: Hybrid Work Location: USA VA Falls Church Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all employees ...,2023-03-28T21:59:35Z,https://www.adzuna.com/details/4006998223
Analytic Tradecraft Compliance Specialist,General Dynamics,LinkUp,,"Washington, DC, 20319",...  and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Onsite Work Location: USA DC Washington Additional Work Locations: USA ...,2023-03-28T21:59:35Z,https://www.adzuna.com/details/4006998253
"Network Engineer - TS/SCI - Honolulu, HI",General Dynamics,LinkUp,,"Pearl Harbor, HI, 96860",...  or related process experience or certifications desired dpost cjobs cjpost isdcj GDITRecruiter BICES excitingMPEteam Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> ...,2023-03-28T21:59:34Z,https://www.adzuna.com/details/4006998162
SharePoint Farm Engineer,General Dynamics,LinkUp,,"Wright Patterson AFB, OH",...  Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA OH Wright-Patterson AFB Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate ...,2023-03-28T21:59:34Z,https://www.adzuna.com/details/4006998130
Cyber Security Project Engineer (Active Polygraph Required),General Dynamics,LinkUp,,"Mclean, VA, 22107",...  Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA McLean Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination ...,2023-03-28T21:59:34Z,https://www.adzuna.com/details/4006998170
Knowledge Manager,General Dynamics,LinkUp,,"Washington, DC, 20319",% <strong>Telecommuting</strong> Options: Onsite Work Location: USA DC Washington Additional Work Locations: USA VA Reston COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all ...,2023-03-28T21:59:33Z,https://www.adzuna.com/details/4006998041
Sr. Linux Cloud Engineer,General Dynamics,LinkUp,,"Arnold, MO, 63010",...  technology you can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Onsite Work Location: USA MO Arnold ...,2023-03-28T21:59:33Z,https://www.adzuna.com/details/4006998074
JMSC-IP Systems Engineer / Network Tech - Secret clearance required,General Dynamics,LinkUp,,"Schofield, HI",...  Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Onsite Work Location: USA HI Schofield Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination ...,2023-03-28T21:59:33Z,https://www.adzuna.com/details/4006998104
DevOps Engineer,General Dynamics,LinkUp,,"Saint Louis, MO, 63150",...  and certifications Cutting-edge technology you can learn from Rest and recharge with paid vacation and holidays Rover2022 Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options ...,2023-03-28T21:59:33Z,https://www.adzuna.com/details/4006998055
dmdc Supply Chain Manager,General Dynamics,LinkUp,,"Chantilly, VA, 22022",-edge technology you can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Hybrid Work Location ...,2023-03-28T21:59:33Z,https://www.adzuna.com/details/4006998062
eADE DevSecOps Software Engineer/Developer,General Dynamics,LinkUp,,"Fort Lauderdale, FL, 33301",...  Options: <strong>Remote</strong> <strong>Work</strong> Location: USA FL Home Office (FLHOME) Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all employees ...  and Recognition programs Innovative and collaborative environment encouraging of highly motivated critical thinking Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> ...,2023-03-28T21:59:33Z,https://www.adzuna.com/details/4006998094
NSST Simulation Systems Engineer - Orlando,General Dynamics,LinkUp,,"Orlando, FL, 32801",...  critical thinking Scheduled Weekly Hours: 40 Travel Required: 25-50% <strong>Telecommuting</strong> Options: Onsite Work Location: USA FL Orlando Additional Work Locations: COVID-19 Vaccination: GDIT does ...,2023-03-28T21:59:32Z,https://www.adzuna.com/details/4006997958
Software Development Manager w/Polygraph,General Dynamics,LinkUp,,"Chantilly, VA, 22022",...  program for high-performing employees OpportunityOwned GDITCareers WeAreGDIT JET SWDevPoly Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Onsite Work Location ...,2023-03-28T21:59:32Z,https://www.adzuna.com/details/4006997971
SharePoint Developer/Administrator,General Dynamics,LinkUp,,"Rockville, MD, 20850",...  at gdit.com/careers. Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA MD Rockville Additional Work Locations: COVID-19 Vaccination ...,2023-03-28T21:59:32Z,https://www.adzuna.com/details/4006998005
Senior Web Developer (Microsoft Dynamics),General Dynamics,LinkUp,,"Mobile, AL, 36604","...  Options: <strong>Remote</strong> <strong>Work</strong> Location: USA AL Mobile - 201 Saint Michael St (ALC046) Additional Work Locations: Any Location / Remote Total Rewards at GDIT: Our benefits package for all US-based ...  based on experience, geographic location and possibly contractual requirements and could fall outside of this range. Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> ...",2023-03-28T21:59:32Z,https://www.adzuna.com/details/4006998020
DMDC Lead Systems Engineer,General Dynamics,LinkUp,,"San Antonio, TX, 78245",...  Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: Hybrid Work Location: USA TX San Antonio Additional Work ...,2023-03-28T21:59:32Z,https://www.adzuna.com/details/4006998031
ETL Lead Engineer,General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  and possibly contractual requirements and could fall outside of this range. Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: Any Location ...,2023-03-28T21:59:32Z,https://www.adzuna.com/details/4006997973
Senior Material Estimator,General Dynamics,LinkUp,,"Dedham, MA, 02027",Responsibilities for this Position Senior Material Estimator Job ID: 2023-59176 USA-<strong>Telework</strong>-<strong>Telework</strong> Required Clearance: No clearance Posted Date: 3/23/2023 Category: Procurement ...,2023-03-28T21:59:32Z,https://www.adzuna.com/details/4006997949
Information Systems Security Engineer (Active Polygraph Required),General Dynamics,LinkUp,,"Bethesda, MD, 20813",% <strong>Telecommuting</strong> Options: Onsite Work Location: USA MD Bethesda Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all employees. To protect ...,2023-03-28T21:59:32Z,https://www.adzuna.com/details/4006997998
Junior Intelligence Analyst - Secret or Top Secret preferred,General Dynamics,LinkUp,,"Vienna, VA, 22181",...  will sponsor the security clearance. Must be local to the area and some <strong>telecommuting</strong> allowed. Qualifications: Minimum Education/Experience: Bachelor of Arts or Science degree and a minimum ...  appointment once employee completes unit training. Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Hybrid Work Location: USA VA Vienna Additional Work Locations ...,2023-03-28T21:59:32Z,https://www.adzuna.com/details/4006998009
System Administrator- Active Top Secret Required,General Dynamics,LinkUp,,"Montgomery, AL, 36101",% <strong>Telecommuting</strong> Options: Onsite Work Location: USA AL Montgomery Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all employees. To protect ...,2023-03-28T21:59:31Z,https://www.adzuna.com/details/4006997903
Quality Analyst Associate (BI Scoper/Assigner),General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  contractual requirements and could fall outside of this range. Scheduled Weekly Hours: 8 Travel Required: None <strong>Telecommuting</strong> Options: Hybrid Work Location: Any Location / Remote Additional ...,2023-03-28T21:59:30Z,https://www.adzuna.com/details/4006997850
Data Analyst - Secret clearance - Remote,General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  Required: None <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: Any Location / Remote Additional Work Locations: Total Rewards at GDIT: Our benefits package for all US-based employees ...,2023-03-28T21:59:30Z,https://www.adzuna.com/details/4006997814
Counterintelligence Business Analyst - Active TS/SCI eligible,General Dynamics,LinkUp,,"Washington, DC, 20319",...  can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Onsite Work Location: USA DC Washington ...,2023-03-28T21:59:30Z,https://www.adzuna.com/details/4006997863
ETL Engineer,General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  Required: Less than 10% <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: Any Location / Remote Additional Work Locations: Total Rewards at GDIT: Our benefits package for all US-based ...,2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997703
Systems Engineer Data Center Manager,General Dynamics,LinkUp,,"Fort Bragg, NC, 28310",% <strong>Telecommuting</strong> Options: Onsite Work Location: USA NC Fort Bragg Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate applicable to all employees. To protect ...,2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997694
Windows Administrator/ Information System Security Officer,General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  of this range. Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Hybrid Work Location: USA VA Falls Church - 3170 Fairview Park Drive (VAC466) Additional Work ...,2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997702
DoD Cloud Services Expert - TS/SCI required,General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  and possibly contractual requirements and could fall outside of this range. Scheduled Weekly Hours: 40 Travel Required: 10-25% <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: Any Location ...,2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997725
Knowledge Manager (Active TS/SCI w/ Poly),General Dynamics,LinkUp,,"Springfield, VA, 22156",...  Manager Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA VA Springfield Additional Work Locations: COVID-19 Vaccination: GDIT ...,2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997696
"Network Operations Team Lead - TS/SCI - Tampa, FL",General Dynamics,LinkUp,,"MacDill AFB, FL",: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA FL MacDill AFB Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination ...,2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997686
Data & Analytics Solution Architect,General Dynamics,LinkUp,,"Doral, FL, 33166",...  & Analytics Solution Architect Doral FL - Onsite Role (<strong>remote</strong> <strong>work</strong> is not an option) The Data & Analytics Solution Architect will provide guidance & support in the translation of Desired ...  armajobs SCITES gditpriority Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA FL Doral Additional Work Locations: COVID-19 ...,2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997728
Human Capital Consultant (Remote),General Dynamics,LinkUp,,"Falls Church, VA, 22040",...  Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: USA VA Falls Church Additional Work Locations: COVID-19 Vaccination: GDIT does ...,2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997733
Full Stack Developer - REMOTE,General Dynamics,LinkUp,,"Falls Church, VA, 22040",". Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: <strong>Remote</strong> <strong>Work</strong> Location: Any Location / Remote Additional Work Locations: Total Rewards at GDIT: Our benefits package ...  and no more than 180 cumulative days. Location: 100% Remote in the U.S. Preferred: To be onsite in Arlington, VA with a hybrid work schedule: <strong>Telework</strong> with 1 day on site each week or twice ...",2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997695
Senior Level Full Stack C# Application Developer,General Dynamics,LinkUp,,"Hanover, MD, 21076",...  spokesperson with subject matter expertise (SME) Scheduled Weekly Hours: 40 Travel Required: None <strong>Telecommuting</strong> Options: Onsite Work Location: USA MD Hanover Additional Work Locations: COVID ...,2023-03-28T21:59:29Z,https://www.adzuna.com/details/4006997683
Network Engineer,General Dynamics,LinkUp,,"Golden, CO, 80403",% <strong>Telecommuting</strong> Options: Hybrid Work Location: USA CO Golden Additional Work Locations: Total Rewards at GDIT: Our benefits package for all US-based employees includes a variety of medical plan ...,2023-03-28T21:59:28Z,https://www.adzuna.com/details/4006997663
TSS Splunk Engineer Senior,General Dynamics,LinkUp,,"Bossier City, LA, 71113",...  and certifications Cutting-edge technology you can learn from Rest and recharge with paid vacation and holidays Scheduled Weekly Hours: 40 Travel Required: Less than 10% <strong>Telecommuting</strong> Options ...,2023-03-28T21:59:28Z,https://www.adzuna.com/details/4006997623
Virtualization Principal Architect - Active Top Secret clearance required,General Dynamics,LinkUp,,"Washington, DC, 20319",...  Travel Required: Less than 10% <strong>Telecommuting</strong> Options: Onsite Work Location: USA DC Washington Additional Work Locations: COVID-19 Vaccination: GDIT does not have a vaccination mandate ...,2023-03-28T21:59:28Z,https://www.adzuna.com/details/4006997621
